week,channel,age_group,weekly_budget_total_inr,seasonality_base,seasonality_factor_channel,spend_inr,impressions,clicks,cpc_inr,ctr,conversion_rate,conversions,avg_order_value_inr,revenue_inr,cpm_inr,roi
56,Facebook Ads,35-54,202579.58,1.0152,1.0038,17294.09,35738,1150,15.04,0.0322,0.0208,24,888.32,21319.68,483.91,0.2328
56,Facebook Ads,55+,202579.58,1.0152,1.0038,11059.25,25463,760,14.55,0.0299,0.0223,11,991.21,10903.35,434.31,-0.0141
56,YouTube Ads,18-34,202579.58,1.0152,1.0046,15405.01,139805,1705,9.03,0.0122,0.0139,8,859.43,6875.4,110.19,-0.5537
56,YouTube Ads,35-54,202579.58,1.0152,1.0046,7167.36,69728,820,8.74,0.0118,0.0137,3,1053.96,3161.87,102.79,-0.5589
56,YouTube Ads,55+,202579.58,1.0152,1.0046,2822.95,25406,318,8.86,0.0125,0.0127,2,1127.76,2255.51,111.11,-0.201
56,Influencer Marketing,18-34,202579.58,1.0152,1.0053,15393.78,6770,465,33.05,0.0688,0.0801,18,1474.44,26539.88,2273.67,0.7241
56,Influencer Marketing,35-54,202579.58,1.0152,1.0053,3677.93,1627,108,33.82,0.0668,0.0871,5,1292.24,6461.18,2259.18,0.7567
56,Influencer Marketing,55+,202579.58,1.0152,1.0053,1475.79,685,43,33.73,0.0638,0.0493,0,1500.55,0.0,2152.97,-1.0
56,Email,18-34,202579.58,1.0152,1.003,8047.42,17480,1314,6.12,0.0752,0.0312,15,798.24,11973.55,460.36,0.4879
56,Email,35-54,202579.58,1.0152,1.003,14107.13,28675,2058,6.85,0.0718,0.0487,48,873.87,41945.96,491.95,1.9734
56,Email,55+,202579.58,1.0152,1.003,10801.13,21227,1730,6.24,0.0815,0.0249,20,904.62,18092.47,508.84,0.6751
56,Display Ads,18-34,202579.58,1.0152,1.0046,7351.65,128795,828,8.88,0.0064,0.008,3,795.08,2385.25,57.08,-0.6755
56,Display Ads,35-54,202579.58,1.0152,1.0046,5117.7,88598,606,8.44,0.0068,0.007,2,985.83,1971.67,57.76,-0.6147
56,Display Ads,55+,202579.58,1.0152,1.0046,2640.24,43791,303,8.7,0.0069,0.006,0,846.47,0.0,60.29,-1.0
57,Google Search Ads,18-34,213994.41,1.3994,1.0599,30756.61,20747,882,34.84,0.0425,0.0378,21,912.75,19167.71,1482.41,-0.3768
57,Google Search Ads,35-54,213994.41,1.3994,1.0599,22156.8,16225,616,35.93,0.038,0.0441,18,1116.53,20097.53,1365.53,-0.0929
57,Google Search Ads,55+,213994.41,1.3994,1.0599,16306.51,12606,480,33.95,0.0381,0.0326,5,1172.69,5863.45,1293.55,-0.6404
57,Instagram Ads,18-34,213994.41,1.3994,1.1198,24495.44,20753,1029,23.79,0.0496,0.0208,17,1070.52,18198.77,1180.28,-0.2571
57,Instagram Ads,35-54,213994.41,1.3994,1.1198,6604.04,5895,289,22.82,0.0491,0.0389,13,897.75,11670.77,1120.18,0.7672
57,Instagram Ads,55+,213994.41,1.3994,1.1198,3026.88,2615,128,23.58,0.0491,0.0197,2,1013.14,2026.28,1157.46,-0.3306
57,Facebook Ads,18-34,213994.41,1.3994,1.0999,6734.81,13830,434,15.51,0.0314,0.0181,0,893.17,0.0,486.97,-1.0
57,Facebook Ads,35-54,213994.41,1.3994,1.0999,10669.21,24749,814,13.09,0.0329,0.0232,14,949.53,13293.41,431.09,0.246
57,Facebook Ads,55+,213994.41,1.3994,1.0999,7482.96,15397,539,13.87,0.035,0.0329,8,1109.25,8873.97,485.98,0.1859
57,YouTube Ads,18-34,213994.41,1.3994,1.1198,16740.16,135179,1845,9.07,0.0137,0.0267,21,989.36,20776.5,123.84,0.2411
57,YouTube Ads,35-54,213994.41,1.3994,1.1198,8611.11,77316,896,9.6,0.0116,0.0236,12,1044.26,12531.08,111.37,0.4552
57,YouTube Ads,55+,213994.41,1.3994,1.1198,2501.95,18264,277,9.03,0.0152,0.0154,5,889.22,4446.09,136.99,0.7771
57,Influencer Marketing,18-34,213994.41,1.3994,1.1398,23605.62,11973,702,33.61,0.0587,0.0572,19,1249.35,23737.67,1971.47,0.0056
57,Influencer Marketing,35-54,213994.41,1.3994,1.1398,7608.71,4263,229,33.21,0.0537,0.0382,9,1377.61,12398.47,1784.63,0.6295
57,Influencer Marketing,55+,213994.41,1.3994,1.1398,2767.97,1482,84,32.72,0.0571,0.0591,4,1327.57,5310.27,1867.15,0.9185
57,Email,18-34,213994.41,1.3994,1.0799,3466.76,9186,751,4.61,0.0818,0.0354,19,972.38,18475.15,377.37,4.3292
57,Email,35-54,213994.41,1.3994,1.0799,5131.96,11890,1029,4.98,0.0866,0.0532,35,1066.85,37339.7,431.61,6.2759
57,Email,55+,213994.41,1.3994,1.0799,3682.11,9566,811,4.54,0.0848,0.0473,27,1034.62,27934.84,384.9,6.5866
57,Display Ads,18-34,213994.41,1.3994,1.1198,5381.25,38668,391,13.76,0.0101,0.0076,2,894.44,1788.87,139.16,-0.6676
57,Display Ads,35-54,213994.41,1.3994,1.1198,4182.03,29299,276,15.12,0.0094,0.009,0,955.04,0.0,142.74,-1.0
57,Display Ads,55+,213994.41,1.3994,1.1198,2081.51,14900,149,13.91,0.01,0.0127,1,896.62,896.62,139.69,-0.5692
58,Google Search Ads,18-34,248562.23,0.9963,0.9994,15682.6,10599,510,30.71,0.0482,0.0603,27,956.14,25815.79,1479.61,0.6461
58,Google Search Ads,35-54,248562.23,0.9963,0.9994,16474.42,11242,521,31.59,0.0464,0.0447,18,921.88,16593.8,1465.41,0.0072
58,Google Search Ads,55+,248562.23,0.9963,0.9994,10152.32,6819,317,32.01,0.0465,0.0205,8,943.65,7549.2,1488.62,-0.2564
58,Instagram Ads,18-34,248562.23,0.9963,0.9989,26658.04,32772,1285,20.73,0.0392,0.067,57,968.9,55227.22,813.43,1.0717
58,Instagram Ads,35-54,248562.23,0.9963,0.9989,9221.66,11891,504,18.29,0.0424,0.0343,13,848.48,11030.19,775.51,0.1961
58,Instagram Ads,55+,248562.23,0.9963,0.9989,3672.22,4110,174,21.01,0.0425,0.0226,4,1069.82,4279.27,893.41,0.1653
58,Facebook Ads,18-34,248562.23,0.9963,0.9991,11928.14,30417,890,13.39,0.0293,0.0228,11,845.51,9300.58,392.15,-0.2203
58,Facebook Ads,35-54,248562.23,0.9963,0.9991,19416.43,54027,1583,12.27,0.0293,0.0268,25,786.74,19668.58,359.38,0.013
58,Facebook Ads,55+,248562.23,0.9963,0.9991,13288.4,36421,1047,12.69,0.0288,0.02,15,952.05,14280.74,364.85,0.0747
58,YouTube Ads,18-34,248562.23,0.9963,0.9989,24702.36,216534,2790,8.85,0.0129,0.0179,39,978.56,38163.97,114.08,0.545
58,YouTube Ads,35-54,248562.23,0.9963,0.9989,12451.03,116573,1561,7.97,0.0134,0.0166,14,1130.64,15829.01,106.81,0.2713
58,YouTube Ads,55+,248562.23,0.9963,0.9989,3861.74,39358,466,8.29,0.0118,0.0144,4,1019.84,4079.34,98.12,0.0563
58,Influencer Marketing,18-34,248562.23,0.9963,0.9987,14443.29,12702,512,28.19,0.0403,0.0865,32,1097.1,35107.29,1137.06,1.4307
58,Influencer Marketing,35-54,248562.23,0.9963,0.9987,4066.62,3630,153,26.46,0.0423,0.0661,8,1523.22,12185.77,1120.1,1.9965
58,Influencer Marketing,55+,248562.23,0.9963,0.9987,1417.7,1337,54,26.09,0.0406,0.0512,4,1385.31,5541.24,1059.82,2.9086
58,Email,18-34,248562.23,0.9963,0.9993,10185.74,27638,1159,8.79,0.0419,0.0249,11,871.5,9586.46,368.54,-0.0588
58,Email,35-54,248562.23,0.9963,0.9993,15564.38,43193,1712,9.09,0.0396,0.0317,30,812.17,24365.01,360.34,0.5654
58,Email,55+,248562.23,0.9963,0.9993,14368.64,33919,1486,9.67,0.0438,0.0164,12,900.09,10801.05,423.6,-0.2483
58,Display Ads,18-34,248562.23,0.9963,0.9989,10058.1,189750,1008,9.97,0.0053,0.0041,3,751.51,2254.54,53.01,-0.7758
58,Display Ads,35-54,248562.23,0.9963,0.9989,6716.83,123527,644,10.42,0.0052,0.0106,3,734.3,2202.91,54.38,-0.672
58,Display Ads,55+,248562.23,0.9963,0.9989,4231.57,80287,430,9.82,0.0054,0.0074,3,904.36,2713.07,52.71,-0.3589
59,Google Search Ads,18-34,183978.39,0.9872,0.9981,13295.29,22394,769,17.28,0.0344,0.0696,27,903.44,24392.79,593.68,0.8347
59,Google Search Ads,35-54,183978.39,0.9872,0.9981,15357.7,26410,866,17.72,0.0328,0.0759,38,1187.36,45119.76,581.5,1.9379
59,Google Search Ads,55+,183978.39,0.9872,0.9981,7874.74,12834,457,17.23,0.0356,0.0298,9,1101.57,9914.15,613.56,0.259
59,Instagram Ads,18-34,183978.39,0.9872,0.9962,31392.71,51971,1735,18.09,0.0334,0.0214,22,966.11,21254.4,604.03,-0.323
59,Instagram Ads,35-54,183978.39,0.9872,0.9962,8958.38,15020,535,16.73,0.0356,0.0234,5,823.32,4116.58,596.4,-0.5405
59,Instagram Ads,55+,183978.39,0.9872,0.9962,3935.28,6118,203,19.38,0.0332,0.0167,2,960.22,1920.45,643.13,-0.512
59,Facebook Ads,18-34,183978.39,0.9872,0.9968,5875.0,14586,377,15.58,0.0259,0.015,1,788.65,788.65,402.77,-0.8658
59,Facebook Ads,35-54,183978.39,0.9872,0.9968,11228.8,29257,743,15.1,0.0254,0.0163,6,868.92,5213.53,383.79,-0.5357
59,Facebook Ads,55+,183978.39,0.9872,0.9968,7184.85,17963,463,15.5,0.0258,0.0141,3,1119.6,3358.8,399.96,-0.5325
59,YouTube Ads,18-34,183978.39,0.9872,0.9962,11453.65,86579,1050,10.91,0.0121,0.0112,9,810.64,7295.8,132.29,-0.363
59,YouTube Ads,35-54,183978.39,0.9872,0.9962,5288.75,38460,473,11.17,0.0123,0.0247,14,972.88,13620.36,137.51,1.5753
59,YouTube Ads,55+,183978.39,0.9872,0.9962,1878.94,15074,167,11.2,0.0111,0.0167,1,976.17,976.17,124.64,-0.4805
59,Influencer Marketing,18-34,183978.39,0.9872,0.9955,8142.78,2511,183,44.28,0.0732,0.0768,11,1363.66,15000.24,3242.54,0.8422
59,Influencer Marketing,35-54,183978.39,0.9872,0.9955,2386.17,691,48,48.8,0.0707,0.0831,3,1362.35,4087.05,3448.7,0.7128
59,Influencer Marketing,55+,183978.39,0.9872,0.9955,889.88,288,20,43.3,0.0712,0.0345,0,1305.36,0.0,3081.82,-1.0
59,Email,18-34,183978.39,0.9872,0.9974,4701.33,10274,854,5.5,0.0831,0.0231,9,758.91,6830.18,457.57,0.4528
59,Email,35-54,183978.39,0.9872,0.9974,7168.91,14865,1303,5.5,0.0877,0.0449,35,760.03,26600.93,482.25,2.7106
59,Email,55+,183978.39,0.9872,0.9974,5713.64,10430,920,6.2,0.0883,0.0323,22,886.77,19508.86,547.76,2.4144
59,Display Ads,18-34,183978.39,0.9872,0.9962,11785.34,134520,795,14.81,0.0059,0.0075,4,803.83,3215.33,87.61,-0.7272
59,Display Ads,35-54,183978.39,0.9872,0.9962,12725.82,149558,858,14.82,0.0057,0.0098,6,905.51,5433.04,85.09,-0.5731
59,Display Ads,55+,183978.39,0.9872,0.9962,6740.43,95281,510,13.2,0.0054,0.0045,3,765.88,2297.63,70.74,-0.6591
60,Google Search Ads,18-34,120000.0,1.0162,1.0024,12485.2,9487,361,34.54,0.0381,0.0572,16,1002.7,16043.13,1315.99,0.285
60,Google Search Ads,35-54,120000.0,1.0162,1.0024,11756.02,7252,300,39.13,0.0414,0.0634,12,1209.29,14511.42,1620.94,0.2344
60,Google Search Ads,55+,120000.0,1.0162,1.0024,6525.66,5169,191,34.15,0.037,0.0808,7,1181.45,8270.14,1262.35,0.2673
60,Instagram Ads,18-34,120000.0,1.0162,1.0049,14050.57,15376,769,18.26,0.05,0.0342,13,980.75,12749.74,913.75,-0.0926
60,Instagram Ads,35-54,120000.0,1.0162,1.0049,4041.68,5658,253,15.92,0.0449,0.0282,5,937.2,4685.99,714.23,0.1594
60,Instagram Ads,55+,120000.0,1.0162,1.0049,1847.71,2669,113,16.31,0.0424,0.0122,2,927.2,1854.4,692.2,0.0036
60,Facebook Ads,18-34,120000.0,1.0162,1.004,3041.1,5383,227,13.39,0.0422,0.0219,3,758.1,2274.29,564.88,-0.2521
60,Facebook Ads,35-54,120000.0,1.0162,1.004,7686.52,12855,509,15.09,0.0396,0.0207,2,970.67,1941.34,597.94,-0.7474
60,Facebook Ads,55+,120000.0,1.0162,1.004,4790.34,8790,336,14.22,0.0383,0.0302,5,813.85,4069.25,544.97,-0.1505
60,YouTube Ads,18-34,120000.0,1.0162,1.0049,8137.33,71188,776,10.49,0.0109,0.0143,4,779.52,3118.08,114.31,-0.6168
60,YouTube Ads,35-54,120000.0,1.0162,1.0049,3188.51,25286,292,10.92,0.0115,0.029,5,871.63,4358.13,126.1,0.3668
60,YouTube Ads,55+,120000.0,1.0162,1.0049,1049.28,9251,104,10.05,0.0113,0.0171,2,945.95,1891.9,113.42,0.803
60,Influencer Marketing,18-34,120000.0,1.0162,1.0057,14500.39,11028,558,25.95,0.0507,0.0627,26,1016.96,26441.07,1314.78,0.8235
60,Influencer Marketing,35-54,120000.0,1.0162,1.0057,3592.83,2675,131,27.27,0.0492,0.0532,5,1267.95,6339.76,1342.64,0.7646
60,Influencer Marketing,55+,120000.0,1.0162,1.0057,1383.58,1008,49,28.15,0.0488,0.0291,0,1131.92,0.0,1372.27,-1.0
60,Email,18-34,120000.0,1.0162,1.0032,2862.32,7490,704,4.07,0.094,0.0435,19,700.6,13311.36,382.11,3.6506
60,Email,35-54,120000.0,1.0162,1.0032,3637.03,8176,851,4.27,0.1041,0.0393,15,784.92,11773.81,444.84,2.2372
60,Email,55+,120000.0,1.0162,1.0032,3743.55,9654,878,4.26,0.091,0.065,38,974.18,37018.99,387.74,8.8887
60,Display Ads,18-34,120000.0,1.0162,1.0049,5379.51,65502,589,9.13,0.009,0.0119,3,894.45,2683.35,82.13,-0.5012
60,Display Ads,35-54,120000.0,1.0162,1.0049,4234.65,46847,440,9.62,0.0094,0.0084,1,880.27,880.27,90.39,-0.7921
60,Display Ads,55+,120000.0,1.0162,1.0049,2066.24,27499,230,8.95,0.0084,0.0056,0,923.62,0.0,75.14,-1.0
61,Google Search Ads,18-34,130696.36,1.0174,1.0026,10825.51,16493,497,21.76,0.0302,0.0534,20,1007.73,20154.6,656.36,0.8618
61,Google Search Ads,35-54,130696.36,1.0174,1.0026,8935.26,13793,434,20.57,0.0315,0.0597,13,1057.82,13751.64,647.8,0.539
61,Google Search Ads,55+,130696.36,1.0174,1.0026,6128.49,9734,286,21.41,0.0294,0.0558,15,1136.92,17053.79,629.59,1.7827
61,Instagram Ads,18-34,130696.36,1.0174,1.0052,11853.92,13971,603,19.64,0.0432,0.0609,12,769.08,9228.97,848.41,-0.2214
61,Instagram Ads,35-54,130696.36,1.0174,1.0052,3680.11,3391,173,21.22,0.0511,0.0251,3,797.39,2392.18,1085.02,-0.35
61,Instagram Ads,55+,130696.36,1.0174,1.0052,1373.27,1465,70,19.57,0.0479,0.0229,3,1017.45,3052.34,936.85,1.2227
61,Facebook Ads,18-34,130696.36,1.0174,1.0043,6168.24,15326,540,11.41,0.0353,0.0183,8,827.0,6615.97,402.45,0.0726
61,Facebook Ads,35-54,130696.36,1.0174,1.0043,10488.11,25013,811,12.93,0.0324,0.0399,18,778.34,14010.04,419.29,0.3358
61,Facebook Ads,55+,130696.36,1.0174,1.0043,7906.52,18287,622,12.71,0.034,0.0298,14,995.11,13931.55,432.34,0.762
61,YouTube Ads,18-34,130696.36,1.0174,1.0052,7749.31,62143,551,14.06,0.0089,0.0286,14,956.1,13385.38,124.7,0.7273
61,YouTube Ads,35-54,130696.36,1.0174,1.0052,3018.75,19753,193,15.6,0.0098,0.0295,4,1083.68,4334.73,152.82,0.4359
61,YouTube Ads,55+,130696.36,1.0174,1.0052,1218.29,8880,79,15.29,0.009,0.0242,2,1023.16,2046.32,137.19,0.6797
61,Influencer Marketing,18-34,130696.36,1.0174,1.0061,12943.63,8583,432,29.92,0.0504,0.0619,18,1105.24,19894.35,1508.0,0.537
61,Influencer Marketing,35-54,130696.36,1.0174,1.0061,3731.99,2499,129,28.75,0.0519,0.0693,5,1208.81,6044.05,1493.33,0.6195
61,Influencer Marketing,55+,130696.36,1.0174,1.0061,1585.64,1027,52,30.03,0.0514,0.0416,0,1200.18,0.0,1543.18,-1.0
61,Email,18-34,130696.36,1.0174,1.0035,3766.99,8829,910,4.14,0.1031,0.0583,35,961.66,33658.16,426.65,7.935
61,Email,35-54,130696.36,1.0174,1.0035,6749.79,15385,1618,4.17,0.1052,0.0813,75,711.7,53377.31,438.7,6.908
61,Email,55+,130696.36,1.0174,1.0035,6306.92,15379,1480,4.26,0.0963,0.0856,70,936.55,65558.73,410.08,9.3947
61,Display Ads,18-34,130696.36,1.0174,1.0052,7426.1,101028,669,11.09,0.0066,0.0077,5,714.92,3574.58,73.5,-0.5186
61,Display Ads,35-54,130696.36,1.0174,1.0052,5622.66,73019,503,11.16,0.0069,0.0125,2,739.55,1479.1,77.0,-0.7369
61,Display Ads,55+,130696.36,1.0174,1.0052,3216.85,45778,297,10.82,0.0065,0.0065,1,1008.17,1008.17,70.27,-0.6866
62,Google Search Ads,18-34,221831.36,0.8598,0.979,16132.99,20020,505,31.92,0.0252,0.0169,4,1005.65,4022.59,805.81,-0.7507
62,Google Search Ads,35-54,221831.36,0.8598,0.979,18170.32,23386,532,34.09,0.0228,0.0302,5,1058.21,5291.06,776.95,-0.7088
62,Google Search Ads,55+,221831.36,0.8598,0.979,9267.78,10643,276,33.56,0.0259,0.0539,13,1121.26,14576.44,870.72,0.5728
62,Instagram Ads,18-34,221831.36,0.8598,0.9579,33131.46,38419,1460,22.68,0.038,0.0511,34,905.6,30790.42,862.36,-0.0707
62,Instagram Ads,35-54,221831.36,0.8598,0.9579,9451.78,10916,420,22.49,0.0385,0.034,13,815.75,10604.71,865.82,0.122
62,Instagram Ads,55+,221831.36,0.8598,0.9579,3254.76,3896,152,21.37,0.0391,0.0191,5,968.39,4841.96,835.35,0.4877
62,Facebook Ads,18-34,221831.36,0.8598,0.9649,6765.33,28132,741,9.13,0.0264,0.0292,22,802.16,17647.46,240.48,1.6085
62,Facebook Ads,35-54,221831.36,0.8598,0.9649,12882.55,66685,1467,8.78,0.022,0.0226,20,858.8,17175.92,193.18,0.3333
62,Facebook Ads,55+,221831.36,0.8598,0.9649,8016.99,34621,879,9.11,0.0254,0.0149,9,902.21,8119.92,231.56,0.0128
62,YouTube Ads,18-34,221831.36,0.8598,0.9579,19146.48,116516,1587,12.06,0.0136,0.0276,29,786.03,22794.93,164.32,0.1906
62,YouTube Ads,35-54,221831.36,0.8598,0.9579,8561.21,50152,638,13.42,0.0127,0.0268,12,956.25,11475.0,170.7,0.3403
62,YouTube Ads,55+,221831.36,0.8598,0.9579,2441.85,14925,200,12.2,0.0134,0.0164,2,923.12,1846.24,163.6,-0.2439
62,Influencer Marketing,18-34,221831.36,0.8598,0.9509,24178.45,15825,724,33.39,0.0458,0.0987,38,1187.54,45126.53,1527.79,0.8664
62,Influencer Marketing,35-54,221831.36,0.8598,0.9509,7118.62,4782,224,31.65,0.047,0.0901,11,1166.66,12833.3,1488.37,0.8028
62,Influencer Marketing,55+,221831.36,0.8598,0.9509,3421.19,2220,105,32.31,0.0477,0.0325,3,1139.29,3417.88,1541.0,-0.001
62,Email,18-34,221831.36,0.8598,0.972,5033.41,13310,1091,4.61,0.082,0.0337,28,830.75,23260.89,378.15,3.6213
62,Email,35-54,221831.36,0.8598,0.972,9264.06,21916,2041,4.54,0.0931,0.0633,72,811.9,58456.46,422.7,5.31
62,Email,55+,221831.36,0.8598,0.972,7292.51,19402,1544,4.72,0.0796,0.0886,79,884.0,69836.26,375.85,8.5764
62,Display Ads,18-34,221831.36,0.8598,0.9579,6855.09,73259,627,10.92,0.0086,0.0088,3,763.54,2290.61,93.57,-0.6659
62,Display Ads,35-54,221831.36,0.8598,0.9579,7587.05,83830,701,10.82,0.0084,0.0075,5,856.13,4280.64,90.5,-0.4358
62,Display Ads,55+,221831.36,0.8598,0.9579,3857.46,40939,367,10.5,0.009,0.003,1,956.25,956.25,94.22,-0.7521
63,Google Search Ads,18-34,222691.61,1.0088,1.0013,21181.54,18119,611,34.67,0.0337,0.0539,17,1106.64,18812.92,1169.02,-0.1118
63,Google Search Ads,35-54,222691.61,1.0088,1.0013,19464.13,15545,537,36.2,0.0346,0.021,10,1165.66,11656.6,1252.05,-0.4011
63,Google Search Ads,55+,222691.61,1.0088,1.0013,10260.75,7873,277,37.03,0.0352,0.0627,13,1045.17,13587.27,1303.17,0.3242
63,Instagram Ads,18-34,222691.61,1.0088,1.0026,24433.01,37046,1617,15.1,0.0437,0.0332,33,813.03,26830.1,659.52,0.0981
63,Instagram Ads,35-54,222691.61,1.0088,1.0026,7462.55,10646,461,16.17,0.0434,0.0215,5,964.59,4822.96,700.93,-0.3537
63,Instagram Ads,55+,222691.61,1.0088,1.0026,3087.62,4002,181,17.0,0.0454,0.0138,3,979.44,2938.33,771.44,-0.0484
63,Facebook Ads,18-34,222691.61,1.0088,1.0022,8236.11,17667,594,13.86,0.0336,0.0255,5,824.06,4120.28,466.18,-0.4997
63,Facebook Ads,35-54,222691.61,1.0088,1.0022,17177.94,37645,1365,12.58,0.0363,0.0317,29,982.95,28505.65,456.31,0.6594
63,Facebook Ads,55+,222691.61,1.0088,1.0022,10601.19,21078,795,13.32,0.0378,0.0284,14,963.86,13494.05,502.93,0.2729
63,YouTube Ads,18-34,222691.61,1.0088,1.0026,12929.65,96070,846,15.27,0.0088,0.0147,7,979.09,6853.6,134.58,-0.4699
63,YouTube Ads,35-54,222691.61,1.0088,1.0026,7792.97,56277,509,15.28,0.0091,0.0123,6,953.67,5722.02,138.47,-0.2657
63,YouTube Ads,55+,222691.61,1.0088,1.0026,2371.11,15333,147,16.12,0.0096,0.0135,2,944.37,1888.74,154.63,-0.2034
63,Influencer Marketing,18-34,222691.61,1.0088,1.0031,28876.27,17226,849,34.01,0.0493,0.0678,28,1415.33,39629.23,1676.3,0.3724
63,Influencer Marketing,35-54,222691.61,1.0088,1.0031,6332.47,3444,170,37.06,0.0496,0.059,7,1328.4,9298.83,1838.25,0.4684
63,Influencer Marketing,55+,222691.61,1.0088,1.0031,2065.35,1063,53,38.74,0.0501,0.0462,1,1355.05,1355.05,1942.76,-0.3439
63,Email,18-34,222691.61,1.0088,1.0018,6571.78,15364,1210,5.43,0.0788,0.0595,40,789.12,31564.69,427.73,3.8031
63,Email,35-54,222691.61,1.0088,1.0018,9776.35,21408,1675,5.83,0.0783,0.06,58,740.5,42949.14,456.66,3.3932
63,Email,55+,222691.61,1.0088,1.0018,9218.62,22696,1696,5.43,0.0748,0.0774,64,860.84,55093.61,406.17,4.9763
63,Display Ads,18-34,222691.61,1.0088,1.0026,7009.12,71734,626,11.18,0.0087,0.0104,4,732.27,2929.07,97.71,-0.5821
63,Display Ads,35-54,222691.61,1.0088,1.0026,4704.23,45935,427,11.0,0.0093,0.0106,5,760.54,3802.7,102.41,-0.1916
63,Display Ads,55+,222691.61,1.0088,1.0026,3138.85,26805,262,11.96,0.0098,0.0112,2,1084.99,2169.98,117.1,-0.3087
64,Google Search Ads,18-34,204537.9,0.9597,0.994,15970.22,18118,542,29.43,0.0299,0.0503,17,1002.34,17039.76,881.44,0.067
64,Google Search Ads,35-54,204537.9,0.9597,0.994,10913.25,11711,389,27.99,0.0333,0.0728,14,1103.04,15442.61,931.82,0.415
64,Google Search Ads,55+,204537.9,0.9597,0.994,7574.45,7863,282,26.83,0.0359,0.0594,11,1009.87,11108.56,963.26,0.4666
64,Instagram Ads,18-34,204537.9,0.9597,0.9879,46266.34,52437,2027,22.82,0.0387,0.0387,54,769.95,41577.55,882.31,-0.1013
64,Instagram Ads,35-54,204537.9,0.9597,0.9879,14491.71,19542,665,21.79,0.034,0.0263,6,955.86,5735.18,741.53,-0.6042
64,Instagram Ads,55+,204537.9,0.9597,0.9879,4176.31,5653,213,19.59,0.0377,0.014,5,947.81,4739.04,738.69,0.1347
64,Facebook Ads,18-34,204537.9,0.9597,0.9899,5943.14,10789,315,18.81,0.0293,0.0356,11,850.21,9352.27,550.82,0.5736
64,Facebook Ads,35-54,204537.9,0.9597,0.9899,10739.17,21020,572,18.75,0.0272,0.0272,4,887.97,3551.87,510.89,-0.6693
64,Facebook Ads,55+,204537.9,0.9597,0.9899,7584.2,14978,406,18.64,0.0272,0.0278,4,976.36,3905.45,506.35,-0.4851
64,YouTube Ads,18-34,204537.9,0.9597,0.9879,14944.25,112189,1146,13.03,0.0102,0.0254,17,709.71,12065.03,133.21,-0.1927
64,YouTube Ads,35-54,204537.9,0.9597,0.9879,6775.14,48671,505,13.41,0.0104,0.0195,6,859.94,5159.67,139.2,-0.2384
64,YouTube Ads,55+,204537.9,0.9597,0.9879,2299.56,17527,170,13.51,0.0097,0.0216,2,1162.99,2325.98,131.19,0.0115
64,Influencer Marketing,18-34,204537.9,0.9597,0.9859,12675.65,6783,377,33.59,0.0556,0.0735,13,1121.09,14574.14,1868.73,0.1498
64,Influencer Marketing,35-54,204537.9,0.9597,0.9859,3056.53,1874,100,30.33,0.0538,0.0529,4,1179.92,4719.7,1630.66,0.5441
64,Influencer Marketing,55+,204537.9,0.9597,0.9859,1598.74,851,48,33.17,0.0566,0.06,3,1403.88,4211.64,1878.3,1.6344
64,Email,18-34,204537.9,0.9597,0.9919,4906.78,9671,1007,4.87,0.1042,0.0572,32,808.88,25884.2,507.35,4.2752
64,Email,35-54,204537.9,0.9597,0.9919,8642.91,15328,1873,4.61,0.1223,0.0436,51,773.48,39447.37,563.86,3.5641
64,Email,55+,204537.9,0.9597,0.9919,7598.2,14094,1579,4.81,0.1121,0.0828,70,962.4,67367.95,539.11,7.8663
64,Display Ads,18-34,204537.9,0.9597,0.9879,7726.7,107741,990,7.8,0.0092,0.0054,1,789.33,789.33,71.72,-0.8978
64,Display Ads,35-54,204537.9,0.9597,0.9879,7149.8,110989,927,7.71,0.0084,0.007,1,904.48,904.48,64.42,-0.8735
64,Display Ads,55+,204537.9,0.9597,0.9879,3504.85,47977,449,7.8,0.0094,0.0073,2,987.6,1975.19,73.05,-0.4364
65,Google Search Ads,18-34,146622.38,1.0497,1.0075,12173.27,8177,340,35.7,0.0417,0.069,19,868.03,16492.52,1488.55,0.3548
65,Google Search Ads,35-54,146622.38,1.0497,1.0075,10876.37,7879,315,34.51,0.04,0.0613,16,1093.95,17503.22,1380.4,0.6093
65,Google Search Ads,55+,146622.38,1.0497,1.0075,5929.59,4204,165,35.88,0.0393,0.0649,5,1080.48,5402.4,1410.17,-0.0889
65,Instagram Ads,18-34,146622.38,1.0497,1.0149,16823.02,22430,1071,15.7,0.0478,0.0358,21,784.14,16466.85,750.01,-0.0212
65,Instagram Ads,35-54,146622.38,1.0497,1.0149,5102.89,5646,288,17.67,0.0511,0.0282,9,932.05,8388.44,903.65,0.6439
65,Instagram Ads,55+,146622.38,1.0497,1.0149,1745.43,2114,109,15.92,0.0518,0.0175,2,825.16,1650.31,825.39,-0.0545
65,Facebook Ads,18-34,146622.38,1.0497,1.0124,5651.48,16759,435,12.97,0.026,0.018,4,719.46,2877.83,337.21,-0.4908
65,Facebook Ads,35-54,146622.38,1.0497,1.0124,10310.52,29934,815,12.64,0.0273,0.0239,8,833.83,6670.66,344.44,-0.353
65,Facebook Ads,55+,146622.38,1.0497,1.0124,7747.73,25338,599,12.92,0.0237,0.0275,12,797.1,9565.17,305.77,0.2346
